#Starting log sesion 08:45:16:968
%Timestamp;streamData
1434998720069.58;occluderUp;;
1434998720086.25;occluderUp;;
1434998720102.62;occluderUp;;
1434998720118.71;occluderUp;;
1434998720135.65;occluderUp;;
1434998720152.42;occluderUp;;
1434998720168.97;occluderUp;;
1434998720185.67;occluderUp;;
1434998720201.98;occluderUp;;
1434998720218.44;occluderUp;;
1434998720234.84;occluderUp;;
1434998720251.64;occluderUp;;
1434998720267.8;occluderUp;;
1434998720284.97;occluderUp;;
1434998720301.65;occluderUp;;
1434998720317.68;occluderUp;;
1434998720333.94;occluderUp;;
1434998720351.02;occluderUp;;
1434998720367.53;occluderUp;;
1434998720383.86;occluderUp;;
1434998720400.38;occluderUp;;
1434998720416.92;occluderUp;;
1434998720433.67;occluderUp;;
1434998720450.32;occluderUp;;
1434998720466.87;occluderUp;;
1434998720483.39;occluderUp;;
1434998720499.64;occluderUp;;
1434998720516.28;occluderUp;;
1434998720533.07;occluderUp;;
1434998720549.54;occluderUp;;
1434998720566.36;occluderUp;;
1434998720582.59;occluderUp;;
1434998720599.32;occluderUp;;
1434998720615.93;occluderUp;;
1434998720632.56;occluderUp;;
1434998720648.86;occluderUp;;
1434998720665.86;occluderUp;;
1434998720682.49;occluderUp;;
1434998720698.65;occluderUp;;
1434998720715.45;occluderUp;;
1434998720732;occluderUp;;
1434998720748.48;occluderUp;;
1434998720765.22;occluderUp;;
1434998720782.69;occluderUp;;
1434998720799.33;occluderUp;;
1434998720816.02;occluderUp;;
1434998720832.64;occluderUp;;
1434998720849.14;occluderUp;;
1434998720865.93;occluderUp;;
1434998720882.56;occluderUp;;
1434998720899.28;occluderUp;;
1434998720915.96;occluderUp;;
1434998720932.53;occluderUp;;
1434998720949.06;occluderUp;;
1434998720966.7;occluderUp;;
1434998720983.36;occluderUp;;
1434998721000.04;occluderUp;;
1434998721016.64;occluderUp;;
1434998721033.21;occluderUp;;
1434998721049.9;occluderUp;;
1434998721066.44;occluderUp;;
1434998721082.68;occluderUp;;
1434998721099.34;occluderUp;;
1434998721116.04;occluderUp;;
1434998721132.69;occluderUp;;
1434998721149.02;occluderUp;;
1434998721166.58;occluderUp;;
1434998721183.26;occluderUp;;
1434998721199.98;occluderUp;;
1434998721216.51;occluderUp;;
1434998721233.27;occluderUp;;
1434998721251.02;occluderUp;;
1434998721267.61;occluderUp;;
1434998721284.28;occluderUp;;
1434998721301;occluderUp;;
1434998721317.57;occluderUp;;
1434998721334.31;occluderUp;;
1434998721350.88;occluderUp;;
1434998721367.06;occluderUp;;
1434998721384;occluderUp;;
1434998721400.41;occluderUp;;
1434998721417.06;occluderUp;;
1434998721440.37;occluderUp;;
1434998721457.6;occluderUp;;
1434998721474.35;occluderUp;;
1434998721490.92;occluderUp;;
1434998721506.61;occluderUp;;
1434998721524.3;occluderUp;;
1434998721540.15;occluderUp;;
1434998721556.9;occluderUp;;
1434998721573.57;occluderUp;;
1434998721589.87;occluderUp;;
1434998721606.87;occluderUp;;
1434998721622.84;occluderUp;;
1434998721640.29;occluderUp;;
1434998721656.07;occluderUp;;
1434998721683.46;occluderUp;;
1434998721700.08;occluderUp;;
1434998721716.82;occluderUp;;
1434998721733.36;occluderUp;;
1434998721751.51;occluderUp;;
1434998721768.02;occluderUp;;
